database_name,database_position,database_age,database_ca,database_pa,database_nationality,database_club,database_uid,角球,传中,盘带,射门,接球,任意球,头球,远射,界外球,盯人,传球,罚点球,抢断,技术,侵略性,预判,勇敢,镇定,集中,决断,意志力,想象力,领导力,无球跑动,防守站位,团队合作,视野,工作投入,爆发力,灵活,平衡,弹跳,体质,速度,耐力,强壮,稳定,肮脏,大赛,伤病,多样,制空能力,拦截传中,沟通,神经指数,手控球,大脚开球,一对一,反应,出击,击球倾向,手抛球的能力,适应性,雄心,争论,忠诚,抗压能力,职业,体育道德,情绪控制,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,身高,左脚,右脚,身价（欧元）,当前声望,本国声望,世界声望,种族,RCA,肤色,出生日期,国家队出场,国家队进球,工资（欧元）,UID,防守,身体,速度_2,创造,进攻,技术_2,制空,精神,拦截射门,身体_2,速度_3,精神_2,指挥防守,意外性,制空_2,大脚,球员习惯,二维码&球员名片&扫码填写评价
Trevoh Chalobah,D RC,26,147,155,"England,Sierra Leone",Chelsea,28103591,6,11,10,8,14,10,13,9,6,14,12,6,16,13,12,14,13,14,14,14,15,12,8,8,14,15,12,15,16,12,14,15,15,15,14,13,14,3,15,5,16,1,2,3,4,2,1,3,3,3,2,3,11,12,4,12,14,18,15,19,1,10,20,15,1,10,14,1,12,1,1,1,1,1,192,12,20,"£40,950,000",7350,7350,6250,AfricanCaribbean,146,15,36346,1,0,"£100,000",28103591,14.6666666666667,13.25,15.5,12,10,12.3333333333333,14,14.1666666666667,3,13.25,15.5,14.1666666666667,2.5,4,1.5,2,把球带出防守区域,#NAME?
Lewis Dunk,D C,33,147,154,England,Brighton & Hove Albion,29036189,5,7,9,6,13,9,13,5,6,14,14,10,16,13,13,15,17,15,16,16,14,8,16,7,16,15,13,14,10,10,10,15,13,12,15,14,15,13,15,6,14,3,2,1,2,1,1,1,1,1,3,1,14,14,5,16,9,15,13,11,1,1,20,1,1,1,1,1,1,1,1,1,1,1,192,11,20,"£9,569,676",7450,7300,6250,NorthernEuropean,146,6,33563,6,0,"£87,000",29036189,15.3333333333333,12.25,11,11.6666666666667,9.33333333333333,11.6666666666667,14,15.5,1,12.25,11,15.5,1.5,2,2,1,把球带出防守区域,#NAME?
Robin Gosens,D/WB/M L,31,147,154,"Germany,Netherlands",ACF Fiorentina,37041773,11,14,11,13,11,8,16,12,14,12,13,11,14,11,16,16,16,12,13,14,17,10,14,17,13,16,13,18,13,13,14,15,15,14,15,13,15,12,16,10,15,2,2,3,2,3,4,1,4,4,3,3,15,16,5,10,15,17,14,12,1,19,1,10,20,10,8,19,10,10,11,10,8,1,183,20,8,"£300,000,000",7350,6900,5900,NorthernEuropean,145,2,34520,24,2,"£61,491",37041773,13,13.75,13.5,12,14,11,15.5,15.3333333333333,2.5,13.75,13.5,15.3333333333333,2.5,2,2.5,3.5,"插入对方禁区
有机会就前插
大力射门
倒地铲球",#NAME?
Álex Berenguer,WB/M/AM RL,30,147,153,"Spain,Pays Basque",A. Bilbao,67157520,14,13,15,13,14,12,7,10,7,8,13,8,9,14,10,12,12,13,12,12,14,14,8,14,9,12,14,13,15,15,14,7,13,14,13,11,12,10,12,7,18,3,1,2,3,1,3,4,3,2,1,1,13,13,2,11,12,12,13,12,1,12,1,8,17,12,1,19,1,15,20,14,15,10,175,12,20,"£51,852,408",7350,7350,6350,MediterraneanHispanic,138,6,34884,0,0,"£21,522",67157520,8.66666666666667,13.25,14.5,13.6666666666667,13.3333333333333,14.3333333333333,7,12.3333333333333,3.5,13.25,14.5,12.3333333333333,1.5,3,2,2,"有机会就前插
经常带球",#NAME?
Carlos Augusto,D/WB/M LC,26,147,153,"Brazil,Italy",Blu-neri Milano,19350649,10,14,12,12,13,10,14,13,18,13,14,9,14,14,14,14,14,14,12,12,15,13,9,15,13,14,12,15,15,14,13,13,12,15,14,12,13,7,12,9,14,2,1,2,3,2,3,3,2,2,2,3,14,14,6,13,14,16,12,13,1,20,16,1,20,1,1,17,1,1,1,1,1,1,184,20,8,"£24,351,186",7350,6500,6200,NorthernEuropean,142,2,36167,2,0,"£46,866",19350649,13.3333333333333,13.25,15,13,13.6666666666667,13,13.5,13.5,2.5,13.25,15,13.5,1.5,3,2,3,喜欢掷长距离界外球,#NAME?
Isak Hien,D C,26,147,153,"Sweden,Ghana,Burkina Faso",Bergamo,93083839,7,8,10,7,10,7,15,7,9,17,11,5,16,10,17,14,16,10,12,13,15,8,8,8,13,13,9,14,14,13,14,17,12,15,16,17,14,14,12,6,14,2,1,2,1,3,2,3,1,2,1,1,14,13,8,11,15,14,14,15,1,10,20,12,8,10,1,6,1,6,6,1,6,8,191,7,20,"£22,907,742",7350,7250,5850,AfricanCaribbean,145,12,36173,21,0,"£27,754",93083839,15.3333333333333,15,14.5,9.33333333333333,8.33333333333333,10,16,13.8333333333333,2,15,14.5,13.8333333333333,1.5,1,2.5,1.5,把球带出防守区域,#NAME?
Clément Lenglet,D C,30,147,152,France,A. Madrid,85078880,9,11,12,8,14,10,15,10,10,15,15,8,15,14,12,15,13,15,13,14,14,10,12,11,14,15,14,14,12,13,13,15,14,14,15,14,14,9,13,10,9,1,1,1,2,1,2,1,2,3,2,4,13,14,8,12,12,16,15,9,1,12,20,1,1,1,1,1,1,1,1,1,1,1,186,20,8,"£29,400,312",7350,7350,6650,NorthernEuropean,149,5,34867,16,1,"£58,656",85078880,14.6666666666667,13.75,13,13,11.3333333333333,13.3333333333333,15,14,1.5,13.75,13,14,1,2,1,3,不喜欢传身后球,#NAME?
Fikayo Tomori,D C,27,147,152,"England,Canada,Nigeria",Casciavit Milano,28097980,4,7,9,7,11,8,14,7,13,15,12,7,16,11,17,16,14,11,13,12,14,7,12,10,14,13,11,14,16,13,13,13,15,16,16,15,14,13,14,7,8,1,2,3,1,3,1,3,2,1,2,1,15,16,10,13,13,13,15,11,1,10,20,12,1,10,1,1,1,1,1,1,1,1,185,11,20,"£20,825,220",7350,6900,6500,AfricanCaribbean,146,17,35783,5,0,"£74,620",28097980,15,14.25,16,10,9.33333333333333,10.3333333333333,13.5,13.6666666666667,2.5,14.25,16,13.6666666666667,2.5,1,2,1,长距离传球,#NAME?
Mario Pašalić,M/AM C,30,147,152,"Croatia,Germany",Bergamo,24021244,8,11,13,13,15,7,12,14,6,8,15,13,12,14,13,16,12,12,12,15,13,11,11,16,9,14,14,13,13,13,14,14,13,13,13,12,14,12,12,8,14,4,1,2,3,1,2,2,4,2,3,1,15,16,6,17,13,17,14,15,1,1,1,1,1,1,14,1,20,1,10,20,12,12,188,16,20,"£19,783,960",7350,7150,5900,NorthernEuropean,145,3,34739,76,11,"£61,491",24021244,9.66666666666667,13,13,13.3333333333333,13.6666666666667,14,13,13.6666666666667,3,13,13,13.6666666666667,1.5,3,2.5,1.5,"插入对方禁区
跑肋部空间接球
有机会就前插",#NAME?
Taty Castellanos,ST ,26,147,152,"Argentina,United States",Capitolini Celesti,75042244,4,10,12,14,15,12,18,12,4,4,13,14,7,14,17,16,15,12,12,13,18,14,10,15,8,17,13,15,14,16,16,13,15,14,13,14,13,8,12,4,8,4,3,2,3,1,4,3,2,2,3,3,13,15,7,12,10,14,10,11,1,1,1,1,1,1,1,1,1,1,8,8,8,20,179,10,20,"£300,000,000",7350,6100,5750,NativeAmerican,147,10,36071,2,0,"£38,390",75042244,6.33333333333333,14.75,14,13.3333333333333,13.6666666666667,13.6666666666667,15.5,15.1666666666667,2.5,14.75,14,15.1666666666667,2.5,3,2.5,3.5,尝试倒勾球,#NAME?
Georges Mikautadze,ST L,24,147,151,"Georgia,France",Villarreal,49043189,11,11,13,17,14,12,12,12,6,6,13,16,6,15,11,13,14,16,12,14,14,15,9,15,7,14,15,14,15,15,14,9,13,15,12,11,13,10,12,8,12,4,3,3,1,1,1,3,1,3,3,2,9,16,8,12,12,14,12,11,1,1,1,1,1,1,1,1,1,1,15,13,13,20,176,12,20,"£51,904,256",7350,6750,5850,MediterraneanHispanic,146,2,36830,37,20,"£57,132",49043189,6.33333333333333,13,15,14.3333333333333,16,14,10.5,13.5,2,13,15,13.5,3,1,2.5,1.5,"跑肋部空间接球
角度刁钻的射门
喜欢过顶球吊射
喜欢从双侧内切",#NAME?
Mathías Olivera,D/WB/M LC,27,147,151,"Uruguay,Spain",Parthenope,78076343,11,13,12,9,13,9,15,10,13,13,13,8,16,12,11,15,15,13,13,13,14,11,10,12,14,14,12,15,14,13,14,13,13,14,14,15,14,11,12,8,13,1,2,1,1,2,2,2,2,1,3,2,13,12,7,11,13,13,10,9,1,20,17,1,18,1,1,16,1,1,1,1,1,1,184,20,9,"£24,351,186",7350,6900,6000,MediterraneanHispanic,144,6,35734,30,2,"£42,545",78076343,14.3333333333333,14,14,12,11.3333333333333,12.3333333333333,14,14,2,14,14,14,1.5,1,1.5,2,,#NAME?
Tyler Adams,DM/M C,26,147,151,United States,AFC Bournemouth,72044918,5,10,11,6,13,5,8,8,11,14,14,5,16,12,16,15,15,12,13,14,15,9,13,12,16,15,12,18,14,14,14,10,17,13,17,14,15,12,15,7,16,2,1,3,1,3,1,1,3,2,2,3,15,16,4,11,13,15,16,12,1,12,1,13,12,14,20,1,20,10,1,1,10,1,175,12,20,"£47,547,500",7350,7100,6500,MixedRace,146,13,36205,50,2,"£60,000",72044918,15.3333333333333,14.75,13.5,11.6666666666667,10,12,9,14.5,2,14.75,13.5,14.5,2,1,2.5,2,,#NAME?
Andrei Raţiu,D/WB R,27,147,150,Romania,Vallecano,67217491,5,12,14,7,10,7,8,11,14,12,11,6,12,14,13,13,15,9,12,13,14,16,8,11,12,13,11,15,16,13,13,11,13,18,17,14,13,13,13,4,15,1,3,2,2,3,1,3,2,1,3,2,14,15,11,11,14,14,11,13,1,10,1,20,10,19,1,1,1,14,1,1,13,1,183,10,20,"£21,605,170",7350,7350,6500,MediterraneanHispanic,135,5,35966,31,1,"£8,286",67217491,12,14.25,17,12.6666666666667,9,12.6666666666667,9.5,13.3333333333333,2.5,14.25,17,13.3333333333333,2.5,2,2,1.5,"有机会就前插
激怒对手
趟球变向加速过人
尝试花式动作",#NAME?
Jhon Lucumí,D C,27,147,150,Colombia,Bologna FC 1909,76042952,5,12,12,7,12,5,12,8,11,15,15,8,16,13,15,16,14,13,13,11,13,13,13,13,16,14,13,14,14,12,17,13,16,14,15,15,14,14,13,8,12,2,1,3,1,1,3,3,3,2,1,1,16,17,10,10,12,17,13,14,1,11,20,1,7,1,9,1,1,1,1,1,1,1,185,20,12,"£16,799,012",7350,7000,5100,AfricanCaribbean,147,15,35972,29,0,"£15,954",76042952,15.6666666666667,14.75,14,13.6666666666667,11,12.3333333333333,12.5,13.5,3,14.75,14,13.5,2,1,1.5,2,"经常带球
把球带出防守区域",#NAME?
Santi Comesaña,DM/M C,28,147,150,Spain,Villarreal,67224142,9,10,11,11,14,7,14,10,7,12,16,7,13,15,12,15,13,12,14,15,14,11,14,13,15,15,15,15,13,13,12,13,15,13,14,14,13,12,12,8,13,2,1,1,2,4,1,2,2,2,2,2,14,15,7,12,12,14,10,8,1,1,9,1,1,1,18,1,20,1,1,12,1,1,184,12,20,"£51,774,488",7350,7350,5850,MediterraneanHispanic,146,5,35343,0,0,"£57,132",67224142,13.3333333333333,13.25,13,14,12,13.3333333333333,13.5,14.3333333333333,2,13.25,13,14.3333333333333,1,2,3,1.5,"习惯简单短传配合
控制节奏
后排插上进攻",#NAME?
Tim Kleindienst,ST ,29,147,150,Germany,Borussia Mönchengladbach,92065436,2,7,11,15,12,6,17,12,13,8,11,14,9,12,16,14,18,12,15,13,18,12,16,12,8,16,12,19,11,10,16,17,16,14,16,16,16,16,16,10,8,3,3,1,1,3,3,1,1,1,1,3,8,13,6,12,16,16,8,8,1,1,1,1,1,1,1,1,1,1,14,14,14,20,194,20,17,"£29,400,316",7350,7350,5750,NorthernEuropean,146,4,34942,6,4,"£41,434",92065436,8.33333333333333,14.5,12.5,11.6666666666667,13,11.6666666666667,17,15.6666666666667,1,14.5,12.5,15.6666666666667,2,1,3,3,角度刁钻的射门,#NAME?
Ante Budimir,ST ,34,147,147,Croatia,Atlético Pamplona,24003746,6,8,10,15,13,4,17,12,3,7,11,16,12,12,13,16,15,16,16,14,16,13,5,16,12,15,11,16,11,11,15,15,15,13,15,17,15,8,14,7,8,2,3,1,2,3,2,1,2,3,2,3,13,13,7,10,13,14,13,13,1,1,1,1,1,1,1,1,1,1,7,1,7,20,190,20,12,"£300,000,000",7350,6950,6350,NorthernEuropean,146,3,33441,32,6,"£50,432",24003746,10.3333333333333,14.5,12,11.6666666666667,15.6666666666667,11.6666666666667,16,15.3333333333333,1.5,14.5,12,15.3333333333333,2,2,2.5,2.5,"背身拿球
第一时间射门",#NAME?
Luuk de Jong,ST ,34,147,147,"Netherlands,Switzerland",Futebol Clube do Porto,37008621,4,8,10,16,14,12,18,12,4,5,11,14,4,13,14,16,16,16,13,14,14,12,17,15,5,13,14,17,11,13,15,17,18,11,15,14,15,8,15,6,8,3,3,3,3,3,3,2,2,1,1,3,12,16,6,12,11,16,13,17,1,1,1,1,1,1,1,1,1,1,7,14,7,20,189,12,20,"£3,311,355",7350,7350,6500,NorthernEuropean,147,5,33112,39,8,"£38,975",37008621,4.66666666666667,14.25,11,12.3333333333333,15.6666666666667,12.3333333333333,17.5,14.3333333333333,2,14.25,11,14.3333333333333,3,3,3,3,"角度刁钻的射门
与裁判争论
背身拿球",#NAME?
Pape Matar Sarr,DM/M/AM C,22,146,178,Senegal,Tottenham Hotspur,12080051,7,7,13,9,15,8,10,10,8,12,14,9,13,14,11,16,16,15,15,12,16,13,10,13,14,14,14,14,14,14,15,12,14,13,17,15,13,8,13,5,11,3,3,3,1,3,3,2,2,1,1,2,16,14,3,10,16,14,13,15,1,1,1,1,1,1,18,10,20,10,1,16,1,1,184,11,20,"£59,200,000",7300,7100,6100,AfricanCaribbean,146,17,37513,31,2,"£66,000",12080051,13,15.25,13.5,13.6666666666667,12.3333333333333,14,11,14.8333333333333,2,15.25,13.5,14.8333333333333,3,1,3,2.5,,#NAME?
Jadon Sancho,AM RLC,25,146,177,"England,Trinidad and Tobago,Jamaica",Manchester United,28108490,13,13,16,9,16,12,6,10,6,6,16,10,7,17,7,14,7,16,12,15,6,17,8,14,6,12,16,13,15,17,14,8,12,14,12,8,12,5,12,8,14,4,4,3,3,2,3,1,1,1,2,1,10,14,14,12,10,8,13,10,1,1,1,1,1,1,1,15,8,15,20,15,19,12,180,10,20,"£34,283,336",7250,7250,6500,MixedRace,144,12,36610,23,3,"£275,000",28108490,6.33333333333333,12.75,14.5,16.3333333333333,13,16.3333333333333,7,11,1,12.75,14.5,11,3.5,3,3,2,"撞墙式配合
在盘带前先将球停至右脚
尝试花式动作
喜欢接脚下球
喜欢连续过多人
经常带球",#NAME?
Yeremy Pino,M/AM/ST RLC,22,146,175,Spain,Crystal Palace,67295650,12,13,17,12,15,10,9,11,9,8,15,12,9,16,12,13,10,13,13,13,14,16,7,9,8,10,14,10,14,15,14,7,13,14,13,9,10,6,14,10,14,3,3,1,1,1,2,1,3,2,3,1,11,14,6,14,16,17,12,11,1,1,1,1,1,10,1,14,1,16,18,18,20,16,172,12,20,"£64,413,333",7300,7300,6600,MediterraneanHispanic,137,6,37549,14,3,"£90,000",67295650,8.33333333333333,12.75,14,15,11.3333333333333,16,8,12.1666666666667,2,12.75,14,12.1666666666667,2,1,2,1.5,,#NAME?
Sergio Ramos,D C,39,146,174,Spain,CF Monterrey,7458272,8,11,8,11,13,13,18,11,12,14,14,17,15,14,15,13,15,14,14,13,20,12,19,10,14,14,12,13,12,12,14,15,18,11,11,13,13,16,20,15,12,1,1,1,1,1,3,3,4,1,4,3,12,18,9,14,19,19,8,8,1,1,20,10,1,8,8,1,1,1,1,1,1,1,184,10,20,"£447,388",7300,7300,6900,MediterraneanHispanic,145,4,31501,180,23,"£25,740",7458272,14.3333333333333,12.5,11.5,12.6666666666667,11.6666666666667,11.6666666666667,16.5,14.8333333333333,3.5,12.5,11.5,14.8333333333333,1,1,1,3,"激怒对手
与裁判争论
利用脚下技术将球带出危险区
长距离传球
倾向于尽可能长地延续自己的职业生涯（隐藏习惯）",#NAME?
Adam Wharton,DM/M C,21,146,173,England,Crystal Palace,2000053516,13,13,13,7,14,13,9,9,2,12,16,10,12,15,14,14,12,15,13,15,14,14,7,13,12,15,16,15,13,13,13,11,14,12,13,12,15,7,12,9,11,3,2,2,1,1,3,3,2,2,4,1,11,16,3,15,12,15,10,16,1,1,1,1,1,1,20,12,20,10,1,12,1,1,182,20,16,"£62,306,667",7300,7500,6500,NorthernEuropean,141,0,38023,1,0,"£45,000",2000053516,12,12.75,12.5,15.3333333333333,11.6666666666667,14,10,13.8333333333333,2.5,12.75,12.5,13.8333333333333,2,1,2,2,"经常尝试传身后球
撞墙式配合
乐意把球传给位置更好的队友
而不是选择射门
利用脚下技术将球带出危险区",#NAME?
Destiny Udogie,D/WB L,22,146,173,"Italy,Nigeria",Tottenham Hotspur,43426047,7,13,13,11,12,7,12,10,12,11,14,10,13,13,10,13,12,14,14,12,14,12,8,13,13,14,12,15,16,14,14,13,14,16,16,14,12,8,13,7,14,1,4,2,3,2,1,3,2,3,2,1,15,14,7,12,13,15,12,8,1,20,1,1,20,1,10,14,10,1,1,1,1,1,187,20,7,"£56,760,000",7300,7300,6150,AfricanCaribbean,141,16,37588,12,0,"£66,000",43426047,12.3333333333333,14.5,16,12.6666666666667,12.6666666666667,12.6666666666667,12.5,13.1666666666667,2.5,14.5,16,13.1666666666667,3,3,1.5,1,倒地铲球,#NAME?
Carlos Baleba,DM/M C,21,146,170,Cameroon,Brighton & Hove Albion,2000166563,6,12,14,9,14,8,10,13,5,13,14,7,15,14,14,14,13,16,12,13,12,14,7,11,14,15,14,14,14,13,14,13,14,15,16,16,11,7,9,6,14,3,1,1,3,2,1,3,2,1,1,2,18,14,4,7,12,14,12,10,1,1,14,1,1,1,20,1,20,1,1,14,1,1,183,20,10,"£63,240,000",7300,7000,5750,AfricanCaribbean,146,18,37989,7,0,"£26,000",2000166563,14,14.75,14.5,14,12,14,11.5,13.1666666666667,2.5,14.75,14.5,13.1666666666667,1,3,2.5,1.5,中路带球突进,#NAME?
Casemiro,DM/M C,33,146,170,"Brazil,Spain",Manchester United,19061518,9,11,10,11,15,10,17,14,10,14,14,14,17,14,18,17,17,11,14,12,17,12,17,13,14,17,14,14,9,9,15,15,12,10,13,17,13,17,15,6,12,1,2,2,3,2,1,3,2,1,1,2,16,15,14,10,15,16,10,11,1,1,10,1,1,1,20,1,18,1,1,1,1,1,185,13,20,"£9,909,845",7300,8500,6900,MixedRace,147,13,33657,77,7,"£300,000",19061518,15,13.5,9.5,13.3333333333333,11.6666666666667,13,16,15.6666666666667,2.5,13.5,9.5,15.6666666666667,2,3,1.5,1.5,"大力射门
倒地铲球
长距离传球",#NAME?
Christian Eriksen,DM/M/AM C,33,146,170,Denmark,VfL Wolfsburg,27010680,16,16,12,12,18,16,4,15,4,7,17,16,7,17,7,16,8,17,12,15,12,13,12,12,8,16,17,12,10,12,12,8,17,11,12,7,12,2,14,4,12,3,2,1,2,2,1,2,1,2,1,3,12,14,2,17,16,18,18,19,1,1,1,1,1,1,16,12,19,12,12,20,12,10,178,15,20,"£300,000,000",7000,7500,6500,NorthernEuropean,141,1,33648,144,46,"£58,008",27010680,7.33333333333333,10.75,10.5,15.6666666666667,13.6666666666667,15.6666666666667,6,13.1666666666667,1.5,10.75,10.5,13.1666666666667,1.5,2,2.5,2,"经常尝试传身后球
角度刁钻的射门
回撤拿球
撞墙式配合
喜欢接脚下球",#NAME?
Mikel Jauregizar,M/AM C,21,146,168,"Spain,Pays Basque",A. Bilbao,2000134186,8,10,12,12,15,9,10,13,8,13,15,10,13,15,12,14,13,13,13,13,15,11,13,10,15,16,14,16,14,14,14,9,6,14,13,13,13,9,7,14,18,1,2,3,4,1,2,2,1,2,3,2,20,11,8,15,14,15,10,12,1,1,1,1,1,1,10,1,20,10,1,17,10,1,177,12,20,"£130,338,576",7300,7300,5800,MediterraneanHispanic,146,3,37938,0,0,"£54,207",2000134186,13.6666666666667,13.5,14,13.3333333333333,11.6666666666667,14,9.5,14,1.5,13.5,14,14,2.5,4,1,2,"中路带球突进
远射
大力射门",#NAME?
Conor Bradley,D/WB R,22,146,165,Northern Ireland,Liverpool,28127166,10,15,13,9,15,7,8,8,7,11,14,8,15,14,15,14,14,14,13,13,15,11,12,15,12,16,12,16,16,15,14,9,15,16,15,9,13,8,12,9,10,3,3,2,2,3,1,3,1,2,4,3,16,15,5,15,14,14,12,15,1,1,1,18,1,20,1,1,1,12,1,1,12,1,181,8,20,"£44,811,667",7150,7150,6000,NorthernEuropean,146,3,37811,25,4,"£120,000",28127166,12.6666666666667,13.25,16,12.3333333333333,12.6666666666667,14,8.5,14.1666666666667,2,13.25,16,14.1666666666667,2.5,2,3,2,"沿右路带球突进
有机会就前插
倒地铲球",#NAME?
Giorgio Scalvini,D C,21,146,165,Italy,Bergamo,43500755,6,9,12,8,13,6,15,9,8,14,13,7,16,14,13,17,13,13,13,14,15,7,10,7,15,16,13,16,12,13,13,15,11,13,13,14,12,9,15,16,7,2,4,1,4,1,2,4,2,3,1,1,16,15,6,15,15,16,12,13,1,1,20,1,1,1,12,1,10,1,1,1,1,1,194,10,20,"£60,796,948",7300,7150,6250,MediterraneanHispanic,146,3,37966,8,0,"£46,202",43500755,15,13.25,12.5,11,9.33333333333333,13,15,14.6666666666667,3,13.25,12.5,14.6666666666667,2.5,4,1.5,1.5,"控制节奏
不喜欢倒地铲球
把球带出防守区域",#NAME?
Brennan Johnson,AM/ST RLC,24,146,164,"Wales,England",Tottenham Hotspur,29189400,8,14,12,15,13,11,8,10,5,7,12,14,6,15,6,15,12,14,10,12,12,13,10,16,8,12,12,13,16,13,13,8,14,15,14,11,13,5,13,3,9,1,1,2,1,3,3,2,3,1,1,2,11,12,3,13,14,12,10,12,1,1,1,1,1,1,1,10,9,12,18,15,20,17,180,12,20,"£57,146,667",7300,7300,6000,AfricanCaribbean,138,13,37034,37,6,"£79,000",29189400,7,12.75,15.5,12.3333333333333,15,13.3333333333333,8,12.1666666666667,2.5,12.75,15.5,12.1666666666667,1.5,1,2,2.5,"插入对方禁区
经常带球",#NAME?
Bernd Leno,GK ,33,146,163,Germany,Fulham,92012109,3,3,1,1,12,6,6,3,3,2,13,6,2,9,8,14,14,15,14,10,12,4,13,6,13,16,7,12,13,15,14,14,14,10,12,12,16,4,15,8,1,13,14,13,11,15,15,17,17,16,14,12,12,12,8,14,14,16,14,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,8,20,"£300,000,000",7300,6900,6400,NorthernEuropean,147,4,33667,9,0,"£90,000",92012109,5.66666666666667,13.25,11.5,8,7.33333333333333,7.33333333333333,10,13.3333333333333,17,13.25,11.5,13.3333333333333,13.5,11,14,13.5,,#NAME?
Yann Aurel Bisseck,D C,24,146,161,"Germany,Cameroon",Blu-neri Milano,91175868,4,9,11,10,13,4,16,13,11,14,13,5,15,12,10,14,15,13,10,13,14,11,9,11,14,13,11,15,13,14,17,17,16,14,13,17,13,8,16,6,11,3,2,1,3,1,3,2,3,2,2,3,14,13,5,13,15,15,14,16,1,10,20,5,5,1,12,1,10,1,1,1,1,1,196,8,20,"£24,547,796",7300,6650,6400,AfricanCaribbean,146,17,36859,1,0,"£31,909",91175868,14.3333333333333,15.25,13.5,11.6666666666667,11.3333333333333,12,16.5,13.1666666666667,2.5,15.25,13.5,13.1666666666667,1.5,3,2,3,"有机会就前插
把球带出防守区域",#NAME?
Callum Hudson-Odoi,AM RLC,24,146,160,"England,Ghana",Nottingham Forest,28112986,12,14,15,11,16,12,7,8,5,7,15,11,7,15,8,11,8,13,11,15,12,15,5,14,7,10,14,12,16,15,12,11,12,15,12,8,11,3,12,12,10,1,4,2,2,2,2,3,2,2,1,2,7,15,12,17,10,11,12,14,1,1,1,1,12,14,1,15,1,15,20,15,18,10,182,14,20,"£38,720,000",7300,7050,6000,AfricanCaribbean,141,17,36837,3,0,"£130,000",28112986,7,11.75,15.5,14.6666666666667,12.6666666666667,15.3333333333333,9,11.1666666666667,2.5,11.75,15.5,11.1666666666667,3,2,1.5,2,"弧线球射门
尝试花式动作
喜欢接脚下球
从左路内切",#NAME?
Rico Lewis,D RC,20,146,160,England,Manchester City,2000098727,4,10,13,8,13,6,12,5,10,12,13,12,13,13,15,12,17,15,13,14,17,12,13,13,16,13,12,16,15,17,13,8,13,14,15,13,15,10,14,3,17,2,3,3,2,2,3,1,3,2,1,1,10,13,4,10,14,16,14,16,1,13,1,20,1,15,15,1,15,1,1,12,1,1,169,8,20,"£57,033,334",7300,7500,6250,AfricanCaribbean,142,14,38312,5,0,"£90,000",2000098727,13.6666666666667,14.5,14.5,12.3333333333333,12,13,10,14.3333333333333,2,14.5,14.5,14.3333333333333,3,2,2,2,"插入对方禁区
有机会就前插
习惯简单短传配合
利用脚下技术将球带出危险区",#NAME?
Stefan de Vrij,D C,33,146,160,Netherlands,Blu-neri Milano,37001814,3,8,9,8,13,5,16,7,11,16,14,8,15,14,13,16,14,14,13,13,14,12,13,8,14,16,12,14,12,12,14,15,16,12,13,15,13,10,13,9,9,2,2,3,3,1,1,1,2,1,1,1,16,16,2,13,14,16,14,16,1,1,20,8,1,1,1,1,1,1,1,1,1,1,189,11,20,"£3,861,433",7300,7500,6450,NorthernEuropean,145,2,33639,75,4,"£117,000",37001814,15,13.5,12,12.6666666666667,10,12,15.5,14.3333333333333,1.5,13.5,12,14.3333333333333,2.5,3,1.5,1,"不喜欢倒地铲球
把球带出防守区域",#NAME?
Felix Nmecha,DM/M C,24,146,158,"Germany,England,Nigeria",Borussia Dortmund,28113827,12,11,15,10,16,12,13,12,7,10,15,12,12,16,13,13,12,15,12,13,13,15,8,11,12,13,15,13,13,14,16,15,11,16,15,14,13,8,12,13,14,3,1,2,3,4,1,3,1,2,1,3,12,16,16,8,10,8,11,9,1,1,10,1,1,1,18,10,20,10,12,15,12,8,188,9,20,"£32,939,244",7300,7300,6300,MixedRace,146,13,36809,4,1,"£74,581",28113827,11.3333333333333,14.75,14.5,15,12,15.6666666666667,14,12.6666666666667,2,14.75,14.5,12.6666666666667,1.5,3,3.5,2,用外脚背,#NAME?
Gonçalo Inácio,D C,23,146,158,Portugal,Sporting Clube de Portugal,83228731,7,11,12,11,14,7,16,9,9,16,15,9,13,14,14,12,13,14,16,13,15,4,14,14,15,14,15,13,12,12,14,15,15,13,14,14,13,7,11,9,10,1,3,1,2,1,2,3,2,1,3,2,11,14,6,16,16,17,14,13,1,10,20,1,1,1,1,1,1,1,1,1,1,1,186,20,7,"£51,852,408",7300,7300,6300,MediterraneanHispanic,145,4,37128,16,2,"£28,672",83228731,14.6666666666667,13.5,12.5,11.3333333333333,13,13.3333333333333,15.5,13.8333333333333,2.5,13.5,12.5,13.8333333333333,2,2,1,2,把球带出防守区域,#NAME?
Axel Disasi,D RC,27,146,157,France,Chelsea,48037291,5,6,8,6,12,5,16,8,9,14,12,8,15,11,13,14,15,13,13,13,14,6,13,11,13,13,11,14,13,11,17,15,14,14,16,18,12,12,13,5,8,3,1,1,1,2,3,1,1,2,1,1,13,15,7,12,12,15,13,15,1,1,20,15,1,1,1,1,1,1,1,1,1,1,190,9,20,"£25,740,000",7300,7400,6000,AfricanCaribbean,143,16,35865,5,0,"£75,000",48037291,14,15.5,13.5,9.66666666666667,10,10.3333333333333,15.5,13.6666666666667,1,15.5,13.5,13.6666666666667,1,1,2.5,2,,#NAME?
